time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2015-03-09 09:00:00+01:00,436.0,944.0,0.0,5420.0,7512.0,370.0,0.0,0.0,0.0,,2.0,639.0,2542.0,0.0,6870.0,88.0,72.0,1013.0,273.0,0.0,4723.0,1157.0,,4787.0,31325.0,30911.0,59.26,65.91
2015-03-09 10:00:00+01:00,436.0,955.0,0.0,5431.0,7545.0,385.0,0.0,0.0,0.0,,0.0,669.0,2909.0,0.0,6860.0,88.0,71.0,2112.0,277.0,0.0,4689.0,2311.0,,4688.0,32176.0,32129.0,58.12,62.87
2015-03-09 11:00:00+01:00,448.0,960.0,0.0,5429.0,7542.0,383.0,0.0,0.0,0.0,,0.0,686.0,2956.0,0.0,6865.0,88.0,75.0,3075.0,278.0,0.0,4587.0,3187.0,,4670.0,32803.0,32728.0,58.18,61.8
2015-03-09 12:00:00+01:00,458.0,959.0,0.0,5528.0,7546.0,396.0,0.0,0.0,0.0,,0.0,690.0,3060.0,0.0,6867.0,89.0,74.0,3666.0,276.0,0.0,4596.0,3719.0,,4611.0,33289.0,33263.0,59.5,61.81
2015-03-09 13:00:00+01:00,452.0,958.0,0.0,5282.0,7563.0,395.0,0.0,0.0,0.0,,0.0,693.0,2946.0,0.0,6885.0,88.0,72.0,3944.0,279.0,0.0,4629.0,4238.0,,4590.0,33466.0,33310.0,60.1,61.71
2015-03-09 14:00:00+01:00,452.0,948.0,0.0,5027.0,7514.0,391.0,0.0,0.0,0.0,,0.0,657.0,2070.0,0.0,6890.0,87.0,73.0,4290.0,276.0,0.0,4941.0,4431.0,,4800.0,32376.0,32357.0,60.09,58.07
2015-03-09 15:00:00+01:00,449.0,955.0,0.0,4983.0,7326.0,376.0,0.0,0.0,0.0,,73.0,659.0,1269.0,0.0,6890.0,85.0,73.0,4379.0,274.0,0.0,5369.0,4349.0,,5246.0,31577.0,31587.0,59.5,56.67
2015-03-09 16:00:00+01:00,425.0,927.0,0.0,5109.0,7087.0,387.0,0.0,0.0,0.0,,49.0,638.0,1275.0,0.0,6890.0,84.0,73.0,4061.0,275.0,0.0,5762.0,4176.0,,5659.0,31593.0,31649.0,60.09,56.56
2015-03-09 17:00:00+01:00,444.0,939.0,0.0,5243.0,7030.0,398.0,0.0,0.0,0.0,,49.0,640.0,1334.0,0.0,6885.0,86.0,74.0,3548.0,278.0,0.0,5973.0,3692.0,,5991.0,31615.0,31760.0,60.09,57.32
2015-03-09 18:00:00+01:00,449.0,905.0,0.0,5441.0,6960.0,404.0,0.0,0.0,0.0,,49.0,623.0,974.0,0.0,6884.0,86.0,73.0,2750.0,277.0,0.0,6469.0,2961.0,,6315.0,31238.0,31318.0,58.12,63.7
2015-03-09 19:00:00+01:00,448.0,844.0,0.0,5531.0,6829.0,406.0,0.0,0.0,0.0,,161.0,634.0,1047.0,0.0,6885.0,86.0,76.0,1719.0,279.0,0.0,6737.0,1863.0,,6813.0,30915.0,30679.0,58.1,75.39
2015-03-09 20:00:00+01:00,447.0,795.0,0.0,5684.0,6649.0,405.0,0.0,0.0,0.0,,325.0,646.0,2337.0,0.0,6886.0,86.0,75.0,777.0,281.0,0.0,6553.0,816.0,,6692.0,31126.0,31003.0,59.13,75.2
2015-03-09 21:00:00+01:00,452.0,929.0,0.0,5926.0,6967.0,400.0,0.0,0.0,0.0,,76.0,649.0,2863.0,0.0,6889.0,86.0,73.0,416.0,282.0,0.0,6540.0,227.0,,6478.0,32676.0,32449.0,62.5,73.97
2015-03-09 22:00:00+01:00,445.0,875.0,0.0,5443.0,6612.0,407.0,0.0,0.0,0.0,,104.0,611.0,1439.0,0.0,6892.0,87.0,72.0,360.0,282.0,0.0,6665.0,321.0,,6570.0,30415.0,30037.0,55.07,62.26
2015-03-09 23:00:00+01:00,440.0,821.0,0.0,4871.0,6049.0,405.0,0.0,0.0,0.0,,149.0,600.0,749.0,0.0,6889.0,88.0,71.0,254.0,283.0,0.0,6630.0,276.0,,6710.0,28079.0,27687.0,50.0,56.26
2015-03-10 00:00:00+01:00,571.0,881.0,0.0,5174.0,6857.0,364.0,0.0,0.0,0.0,,585.0,487.0,1254.0,0.0,5901.0,86.0,71.0,134.0,264.0,0.0,3477.0,225.0,,3463.0,24644.0,24762.0,51.3,57.44
2015-03-10 01:00:00+01:00,576.0,847.0,0.0,4915.0,6512.0,356.0,0.0,0.0,0.0,,586.0,469.0,670.0,0.0,5899.0,86.0,70.0,91.0,257.0,0.0,3349.0,154.0,,3364.0,23362.0,23419.0,48.77,54.18
2015-03-10 02:00:00+01:00,563.0,750.0,0.0,4481.0,6064.0,355.0,0.0,0.0,0.0,,678.0,464.0,499.0,0.0,5901.0,86.0,70.0,51.0,263.0,0.0,3413.0,38.0,,3335.0,22301.0,22296.0,46.3,52.59
2015-03-10 03:00:00+01:00,572.0,614.0,0.0,4034.0,5827.0,351.0,0.0,0.0,0.0,,768.0,467.0,507.0,0.0,5903.0,87.0,69.0,45.0,262.0,0.0,3466.0,0.0,,3288.0,21644.0,21614.0,45.5,50.83
2015-03-10 04:00:00+01:00,571.0,549.0,0.0,4022.0,5620.0,326.0,0.0,0.0,0.0,,855.0,468.0,597.0,0.0,5903.0,87.0,68.0,45.0,259.0,0.0,3209.0,16.0,,3331.0,21375.0,21308.0,44.05,51.24
2015-03-10 05:00:00+01:00,569.0,591.0,0.0,4081.0,5716.0,314.0,0.0,0.0,0.0,,856.0,461.0,548.0,0.0,5904.0,87.0,68.0,42.0,258.0,0.0,2968.0,16.0,,2908.0,21273.0,21275.0,44.3,53.29
2015-03-10 06:00:00+01:00,575.0,612.0,0.0,4297.0,5827.0,309.0,0.0,0.0,0.0,,735.0,465.0,577.0,0.0,5905.0,88.0,68.0,39.0,259.0,0.0,2893.0,7.0,,2682.0,21592.0,21645.0,46.3,56.77
2015-03-10 07:00:00+01:00,572.0,605.0,0.0,4464.0,6034.0,299.0,0.0,0.0,0.0,,328.0,468.0,1328.0,0.0,5905.0,87.0,68.0,41.0,262.0,0.0,2478.0,8.0,,2652.0,22799.0,22779.0,47.0,62.29
2015-03-10 08:00:00+01:00,574.0,619.0,0.0,4916.0,6239.0,303.0,0.0,0.0,0.0,,196.0,501.0,1504.0,0.0,5905.0,87.0,70.0,95.0,262.0,0.0,1960.0,137.0,,2061.0,23659.0,23691.0,48.77,70.79
2015-03-10 09:00:00+01:00,571.0,838.0,0.0,5012.0,6512.0,315.0,0.0,0.0,0.0,,5.0,528.0,2321.0,0.0,5903.0,87.0,70.0,466.0,263.0,0.0,1630.0,624.0,,1613.0,25321.0,25714.0,58.1,71.31
2015-03-10 10:00:00+01:00,562.0,907.0,0.0,5223.0,6641.0,316.0,0.0,0.0,0.0,,0.0,539.0,3282.0,0.0,5902.0,87.0,72.0,903.0,260.0,0.0,1380.0,1291.0,,1473.0,26712.0,27289.0,59.5,69.56
2015-03-10 11:00:00+01:00,557.0,903.0,0.0,5342.0,6579.0,314.0,0.0,0.0,0.0,,0.0,541.0,2883.0,0.0,5902.0,85.0,68.0,1263.0,255.0,0.0,1804.0,1920.0,,1544.0,27081.0,27731.0,56.8,67.62
2015-03-10 12:00:00+01:00,562.0,882.0,0.0,5300.0,6529.0,309.0,0.0,0.0,0.0,,0.0,523.0,2489.0,0.0,5903.0,85.0,72.0,1709.0,261.0,0.0,2425.0,2397.0,,2438.0,27132.0,27801.0,54.02,66.65
2015-03-10 13:00:00+01:00,562.0,892.0,0.0,5025.0,6462.0,307.0,0.0,0.0,0.0,,0.0,515.0,2299.0,0.0,5902.0,84.0,71.0,2282.0,266.0,0.0,2627.0,2682.0,,2926.0,27219.0,27853.0,52.1,66.49
2015-03-10 14:00:00+01:00,560.0,891.0,0.0,5185.0,6390.0,292.0,0.0,0.0,0.0,,0.0,517.0,1307.0,0.0,5900.0,84.0,70.0,2425.0,266.0,0.0,2865.0,2902.0,,2793.0,26521.0,27197.0,48.1,61.08
2015-03-10 15:00:00+01:00,561.0,735.0,0.0,5023.0,6130.0,298.0,0.0,0.0,0.0,,0.0,506.0,732.0,0.0,5889.0,83.0,71.0,2253.0,265.0,0.0,3012.0,2762.0,,2980.0,25415.0,25771.0,43.58,59.01
2015-03-10 16:00:00+01:00,559.0,716.0,0.0,4916.0,6186.0,306.0,0.0,0.0,0.0,,163.0,508.0,785.0,0.0,5806.0,83.0,72.0,1829.0,260.0,0.0,3024.0,2427.0,,3052.0,24765.0,25074.0,42.62,59.46
2015-03-10 17:00:00+01:00,565.0,746.0,0.0,5132.0,6286.0,311.0,0.0,0.0,0.0,,195.0,507.0,1115.0,0.0,5628.0,83.0,73.0,1253.0,262.0,0.0,2798.0,1991.0,,2775.0,24533.0,24870.0,44.32,60.85
2015-03-10 18:00:00+01:00,568.0,855.0,0.0,5413.0,6462.0,318.0,0.0,0.0,0.0,,195.0,506.0,1464.0,0.0,5478.0,83.0,72.0,661.0,262.0,0.0,2466.0,1056.0,,2485.0,24612.0,24916.0,48.77,71.2
2015-03-10 19:00:00+01:00,561.0,865.0,0.0,5283.0,6524.0,321.0,0.0,0.0,0.0,,119.0,527.0,2593.0,0.0,5363.0,84.0,73.0,120.0,260.0,0.0,2016.0,313.0,,2050.0,25275.0,25507.0,55.48,82.65
2015-03-10 20:00:00+01:00,565.0,876.0,0.0,5395.0,6573.0,320.0,0.0,0.0,0.0,,0.0,538.0,4269.0,0.0,5247.0,85.0,73.0,46.0,259.0,0.0,1895.0,88.0,,1790.0,27678.0,27876.0,60.6,86.2
2015-03-10 21:00:00+01:00,565.0,914.0,0.0,5568.0,6580.0,321.0,0.0,0.0,0.0,,0.0,543.0,4514.0,0.0,5133.0,85.0,71.0,38.0,260.0,0.0,2004.0,4.0,,1970.0,28003.0,28063.0,60.01,84.94
2015-03-10 22:00:00+01:00,563.0,903.0,0.0,5413.0,6664.0,321.0,0.0,0.0,0.0,,74.0,529.0,3366.0,0.0,5046.0,85.0,70.0,37.0,260.0,0.0,2099.0,21.0,,2164.0,25918.0,26179.0,54.45,71.02
2015-03-10 23:00:00+01:00,562.0,864.0,0.0,5363.0,6365.0,320.0,0.0,0.0,0.0,,258.0,512.0,2307.0,0.0,4972.0,86.0,71.0,37.0,265.0,0.0,2301.0,34.0,,2295.0,24178.0,24381.0,48.77,64.36
2015-03-11 00:00:00+01:00,567.0,0.0,0.0,4083.0,4311.0,317.0,0.0,0.0,0.0,,1695.0,634.0,690.0,0.0,5029.0,51.0,62.0,21.0,266.0,0.0,8255.0,1.0,,8068.0,23571.0,23837.0,39.3,57.38
2015-03-11 01:00:00+01:00,561.0,0.0,0.0,4107.0,3823.0,312.0,0.0,0.0,0.0,,2559.0,583.0,752.0,0.0,5039.0,51.0,62.0,21.0,258.0,0.0,8031.0,1.0,,8240.0,22156.0,22481.0,32.25,53.27
2015-03-11 02:00:00+01:00,554.0,0.0,0.0,4032.0,3692.0,311.0,0.0,0.0,0.0,,2839.0,580.0,638.0,0.0,5045.0,51.0,60.0,21.0,258.0,0.0,7912.0,1.0,,7839.0,21285.0,21630.0,31.32,50.16
2015-03-11 03:00:00+01:00,547.0,0.0,0.0,3948.0,3517.0,313.0,0.0,0.0,0.0,,2952.0,589.0,556.0,0.0,5046.0,51.0,61.0,21.0,259.0,0.0,8517.0,1.0,,8326.0,21029.0,21336.0,29.84,48.67
2015-03-11 04:00:00+01:00,549.0,0.0,0.0,3893.0,3542.0,310.0,0.0,0.0,0.0,,2997.0,589.0,551.0,0.0,5046.0,51.0,60.0,21.0,259.0,0.0,9266.0,1.0,,9004.0,21101.0,21363.0,30.92,48.72
2015-03-11 05:00:00+01:00,541.0,0.0,0.0,3938.0,3864.0,246.0,0.0,0.0,0.0,,2835.0,584.0,666.0,0.0,5048.0,51.0,60.0,21.0,242.0,0.0,9222.0,0.0,,9497.0,21800.0,22173.0,32.25,49.4
2015-03-11 06:00:00+01:00,547.0,0.0,0.0,4661.0,4415.0,249.0,0.0,0.0,0.0,,2133.0,644.0,1017.0,0.0,5046.0,49.0,59.0,20.0,244.0,0.0,9901.0,0.0,,9713.0,24425.0,24601.0,39.97,54.72
2015-03-11 07:00:00+01:00,563.0,38.0,0.0,4671.0,5190.0,324.0,0.0,0.0,0.0,,1100.0,702.0,1118.0,0.0,5045.0,51.0,59.0,32.0,263.0,0.0,10530.0,20.0,,10344.0,28186.0,27944.0,49.63,60.48
2015-03-11 08:00:00+01:00,577.0,119.0,0.0,4369.0,5707.0,377.0,0.0,0.0,0.0,,764.0,733.0,1397.0,0.0,5045.0,51.0,59.0,182.0,266.0,0.0,10742.0,195.0,,10742.0,30745.0,29981.0,49.96,67.97
2015-03-11 09:00:00+01:00,575.0,169.0,0.0,4455.0,5600.0,386.0,0.0,0.0,0.0,,593.0,754.0,1482.0,0.0,5045.0,50.0,59.0,607.0,272.0,0.0,10720.0,544.0,,10750.0,31792.0,31007.0,53.1,69.25
2015-03-11 10:00:00+01:00,569.0,177.0,0.0,4433.0,5729.0,398.0,0.0,0.0,0.0,,278.0,694.0,1483.0,0.0,5043.0,53.0,61.0,1003.0,278.0,0.0,10682.0,1014.0,,10808.0,32454.0,31478.0,53.71,64.15
2015-03-11 11:00:00+01:00,554.0,177.0,0.0,4576.0,6229.0,395.0,0.0,0.0,0.0,,257.0,706.0,1741.0,0.0,5035.0,52.0,60.0,1306.0,273.0,0.0,10304.0,1363.0,,10497.0,32561.0,31869.0,53.1,62.28
2015-03-11 12:00:00+01:00,554.0,193.0,0.0,4308.0,6846.0,398.0,0.0,0.0,0.0,,15.0,731.0,1693.0,0.0,5031.0,57.0,61.0,1531.0,270.0,0.0,9958.0,1537.0,,10103.0,32728.0,31916.0,52.1,60.09
2015-03-11 13:00:00+01:00,557.0,185.0,0.0,4491.0,6734.0,401.0,0.0,0.0,0.0,,64.0,817.0,1405.0,0.0,5027.0,55.0,64.0,1584.0,274.0,0.0,9669.0,1605.0,,9645.0,32574.0,31725.0,52.21,59.46
2015-03-11 14:00:00+01:00,554.0,186.0,0.0,4678.0,6649.0,398.0,0.0,0.0,0.0,,72.0,816.0,1225.0,0.0,5025.0,51.0,63.0,1438.0,276.0,0.0,9326.0,1566.0,,9375.0,31448.0,30722.0,49.97,57.53
2015-03-11 15:00:00+01:00,561.0,187.0,0.0,5247.0,6937.0,401.0,0.0,0.0,0.0,,0.0,828.0,951.0,0.0,5032.0,54.0,65.0,1219.0,278.0,0.0,8847.0,1272.0,,8936.0,30813.0,30112.0,49.4,55.72
2015-03-11 16:00:00+01:00,559.0,191.0,0.0,5653.0,7068.0,404.0,0.0,0.0,0.0,,0.0,844.0,1308.0,0.0,5033.0,54.0,62.0,992.0,284.0,0.0,8114.0,812.0,,8194.0,30665.0,29825.0,52.0,54.67
2015-03-11 17:00:00+01:00,558.0,245.0,0.0,6497.0,7270.0,406.0,0.0,0.0,0.0,,0.0,858.0,3153.0,0.0,5035.0,54.0,63.0,328.0,290.0,0.0,7376.0,297.0,,7319.0,30989.0,30200.0,57.01,56.26
2015-03-11 18:00:00+01:00,567.0,313.0,0.0,6889.0,7572.0,405.0,0.0,0.0,0.0,,0.0,874.0,5011.0,0.0,5038.0,52.0,67.0,50.0,293.0,0.0,6729.0,48.0,,6581.0,32866.0,32381.0,67.1,66.23
2015-03-11 19:00:00+01:00,571.0,326.0,0.0,7138.0,7706.0,407.0,0.0,0.0,0.0,,0.0,864.0,4707.0,0.0,5043.0,51.0,67.0,34.0,294.0,0.0,6338.0,6.0,,6255.0,33806.0,33199.0,60.01,74.99
2015-03-11 20:00:00+01:00,571.0,282.0,0.0,6287.0,7571.0,411.0,0.0,0.0,0.0,,0.0,861.0,4263.0,0.0,5044.0,52.0,66.0,30.0,294.0,0.0,5912.0,0.0,,6009.0,33166.0,33253.0,60.01,75.79
2015-03-11 21:00:00+01:00,574.0,220.0,0.0,6065.0,7453.0,412.0,0.0,0.0,0.0,,0.0,849.0,4035.0,0.0,5045.0,53.0,65.0,21.0,295.0,0.0,5365.0,1.0,,5484.0,32025.0,31957.0,56.7,71.74
2015-03-11 22:00:00+01:00,573.0,212.0,0.0,5569.0,7346.0,407.0,0.0,0.0,0.0,,99.0,831.0,3125.0,0.0,5030.0,52.0,65.0,21.0,286.0,0.0,4923.0,0.0,,5053.0,28923.0,29103.0,48.81,63.78
2015-03-11 23:00:00+01:00,573.0,211.0,0.0,5080.0,6976.0,399.0,0.0,0.0,0.0,,293.0,814.0,1246.0,0.0,5029.0,52.0,64.0,21.0,284.0,0.0,4542.0,0.0,,4657.0,26181.0,26365.0,46.95,58.72
2015-03-12 00:00:00+01:00,457.0,916.0,0.0,7144.0,7682.0,397.0,0.0,0.0,0.0,,312.0,675.0,1034.0,0.0,5834.0,88.0,72.0,32.0,231.0,0.0,2492.0,31.0,,2434.0,27432.0,27361.0,63.44,57.81
2015-03-12 01:00:00+01:00,448.0,933.0,0.0,5523.0,7545.0,382.0,0.0,0.0,0.0,,669.0,652.0,418.0,0.0,5866.0,86.0,69.0,32.0,224.0,0.0,2887.0,32.0,,2732.0,25387.0,25416.0,51.85,52.44
2015-03-12 02:00:00+01:00,450.0,898.0,0.0,4660.0,7191.0,378.0,0.0,0.0,0.0,,1101.0,591.0,241.0,0.0,5899.0,86.0,67.0,31.0,221.0,0.0,3262.0,43.0,,3139.0,24103.0,24155.0,49.78,50.45
2015-03-12 03:00:00+01:00,454.0,881.0,0.0,4493.0,6863.0,374.0,0.0,0.0,0.0,,1700.0,584.0,258.0,0.0,5931.0,86.0,70.0,29.0,221.0,0.0,3564.0,34.0,,3476.0,23659.0,23665.0,48.5,49.7
2015-03-12 04:00:00+01:00,453.0,724.0,0.0,4529.0,6627.0,363.0,0.0,0.0,0.0,,1752.0,589.0,217.0,0.0,5960.0,86.0,70.0,29.0,219.0,0.0,3892.0,28.0,,3787.0,23578.0,23566.0,48.5,49.84
2015-03-12 05:00:00+01:00,411.0,710.0,0.0,4673.0,6747.0,380.0,0.0,0.0,0.0,,1835.0,589.0,260.0,0.0,5991.0,86.0,68.0,29.0,222.0,0.0,4187.0,28.0,,4103.0,24057.0,24179.0,48.53,51.33
2015-03-12 06:00:00+01:00,410.0,834.0,0.0,5735.0,6945.0,381.0,0.0,0.0,0.0,,1333.0,591.0,418.0,0.0,6021.0,86.0,69.0,29.0,214.0,0.0,4355.0,31.0,,4304.0,26568.0,26721.0,51.6,56.71
2015-03-12 07:00:00+01:00,410.0,921.0,0.0,7782.0,7555.0,408.0,0.0,0.0,0.0,,142.0,665.0,1036.0,0.0,6048.0,90.0,73.0,33.0,218.0,0.0,4415.0,60.0,,4439.0,31079.0,31174.0,64.94,62.97
2015-03-12 08:00:00+01:00,407.0,932.0,0.0,8842.0,7634.0,425.0,0.0,0.0,0.0,,1.0,778.0,1705.0,0.0,6044.0,100.0,72.0,117.0,220.0,0.0,4548.0,147.0,,4475.0,33873.0,33483.0,65.65,68.96
2015-03-12 09:00:00+01:00,410.0,915.0,0.0,8585.0,7669.0,434.0,0.0,0.0,0.0,,1.0,809.0,1905.0,0.0,6036.0,96.0,67.0,1034.0,217.0,0.0,4746.0,1057.0,,4703.0,34527.0,34347.0,66.24,66.55
2015-03-12 10:00:00+01:00,413.0,938.0,0.0,8621.0,7665.0,438.0,0.0,0.0,0.0,,1.0,702.0,1569.0,0.0,6035.0,93.0,63.0,2187.0,220.0,0.0,4635.0,2157.0,,4697.0,34665.0,34486.0,65.98,62.8
2015-03-12 11:00:00+01:00,412.0,934.0,0.0,8229.0,7600.0,441.0,0.0,0.0,0.0,,1.0,709.0,1089.0,0.0,6033.0,91.0,62.0,3142.0,216.0,0.0,4564.0,2709.0,,4559.0,34217.0,33967.0,64.0,59.72
2015-03-12 12:00:00+01:00,411.0,935.0,0.0,7910.0,7533.0,430.0,0.0,0.0,0.0,,4.0,670.0,956.0,0.0,6034.0,90.0,67.0,3511.0,218.0,0.0,4568.0,3320.0,,4498.0,33870.0,33575.0,63.89,59.63
2015-03-12 13:00:00+01:00,416.0,918.0,0.0,7844.0,7522.0,435.0,0.0,0.0,0.0,,1.0,670.0,881.0,0.0,6057.0,89.0,65.0,3552.0,218.0,0.0,4555.0,3542.0,,4565.0,33863.0,33385.0,62.43,59.43
2015-03-12 14:00:00+01:00,416.0,935.0,0.0,7463.0,7560.0,441.0,0.0,0.0,0.0,,13.0,665.0,845.0,0.0,6067.0,90.0,68.0,3443.0,218.0,0.0,4550.0,3432.0,,4553.0,32846.0,32332.0,60.66,55.22
2015-03-12 15:00:00+01:00,416.0,927.0,0.0,7586.0,7436.0,431.0,0.0,0.0,0.0,,372.0,655.0,711.0,0.0,6075.0,87.0,70.0,3145.0,217.0,0.0,4611.0,2700.0,,4610.0,32386.0,31915.0,60.69,51.34
2015-03-12 16:00:00+01:00,417.0,942.0,0.0,7829.0,7401.0,437.0,0.0,0.0,0.0,,93.0,646.0,990.0,0.0,6078.0,87.0,72.0,2308.0,218.0,0.0,4634.0,1734.0,,4641.0,32321.0,31926.0,62.29,50.31
2015-03-12 17:00:00+01:00,406.0,941.0,0.0,9053.0,7485.0,437.0,0.0,0.0,0.0,,32.0,677.0,1394.0,0.0,6077.0,88.0,73.0,918.0,221.0,0.0,4631.0,964.0,,4619.0,33316.0,32890.0,66.03,54.55
2015-03-12 18:00:00+01:00,405.0,934.0,0.0,9970.0,7598.0,438.0,0.0,0.0,0.0,,77.0,717.0,2532.0,0.0,6074.0,90.0,77.0,186.0,218.0,0.0,4808.0,557.0,,4783.0,35739.0,35387.0,71.22,69.5
2015-03-12 19:00:00+01:00,412.0,893.0,0.0,9940.0,7527.0,441.0,0.0,0.0,0.0,,22.0,708.0,3520.0,0.0,6075.0,88.0,80.0,67.0,220.0,0.0,4625.0,265.0,,4700.0,36330.0,36017.0,73.37,73.25
2015-03-12 20:00:00+01:00,418.0,909.0,0.0,10036.0,7484.0,441.0,0.0,0.0,0.0,,1.0,693.0,3384.0,0.0,6076.0,92.0,79.0,59.0,221.0,0.0,4511.0,0.0,,4464.0,36490.0,35954.0,73.91,73.84
2015-03-12 21:00:00+01:00,432.0,923.0,0.0,9930.0,7538.0,432.0,0.0,0.0,0.0,,1.0,699.0,2983.0,0.0,6079.0,92.0,78.0,57.0,226.0,0.0,4309.0,0.0,,4375.0,35685.0,35001.0,71.12,68.94
2015-03-12 22:00:00+01:00,417.0,941.0,0.0,9526.0,7670.0,427.0,0.0,0.0,0.0,,1.0,664.0,1982.0,0.0,6080.0,88.0,78.0,55.0,225.0,0.0,4111.0,54.0,,4063.0,32915.0,32535.0,66.52,56.99
2015-03-12 23:00:00+01:00,415.0,926.0,0.0,8483.0,7506.0,424.0,0.0,0.0,0.0,,1.0,649.0,792.0,0.0,6081.0,86.0,77.0,55.0,225.0,0.0,3897.0,56.0,,3909.0,29875.0,29486.0,64.6,53.4
2015-03-13 00:00:00+01:00,547.0,117.0,0.0,3703.0,2722.0,280.0,0.0,0.0,0.0,,982.0,1499.0,3582.0,0.0,7091.0,84.0,68.0,347.0,159.0,0.0,7652.0,342.0,,7842.0,25727.0,26024.0,38.55,47.99
2015-03-13 01:00:00+01:00,518.0,0.0,0.0,3709.0,2578.0,275.0,0.0,0.0,0.0,,1187.0,1458.0,3683.0,0.0,7093.0,83.0,68.0,192.0,155.0,0.0,7207.0,324.0,,7352.0,24076.0,24497.0,31.4,41.05
2015-03-13 02:00:00+01:00,515.0,0.0,0.0,3671.0,2782.0,275.0,0.0,0.0,0.0,,1499.0,1429.0,3299.0,0.0,7094.0,83.0,66.0,110.0,145.0,0.0,7073.0,213.0,,7058.0,22975.0,23422.0,29.5,39.39
2015-03-13 03:00:00+01:00,513.0,0.0,0.0,3566.0,2433.0,270.0,0.0,0.0,0.0,,1659.0,1413.0,2404.0,0.0,7095.0,83.0,66.0,56.0,140.0,0.0,7331.0,87.0,,7184.0,22547.0,22967.0,29.78,39.27
2015-03-13 04:00:00+01:00,499.0,0.0,0.0,3798.0,2415.0,265.0,0.0,0.0,0.0,,1729.0,1430.0,2500.0,0.0,7095.0,83.0,70.0,53.0,138.0,0.0,7477.0,13.0,,7374.0,22466.0,22943.0,30.3,40.36
2015-03-13 05:00:00+01:00,506.0,0.0,0.0,3817.0,2508.0,268.0,0.0,0.0,0.0,,1726.0,1454.0,2614.0,0.0,7095.0,84.0,67.0,58.0,142.0,0.0,7720.0,19.0,,7634.0,23024.0,23535.0,32.0,41.82
2015-03-13 06:00:00+01:00,538.0,0.0,0.0,3930.0,2768.0,276.0,0.0,0.0,0.0,,1134.0,1507.0,3153.0,0.0,7096.0,84.0,70.0,58.0,150.0,0.0,7751.0,24.0,,7757.0,25356.0,25970.0,41.64,50.58
2015-03-13 07:00:00+01:00,547.0,0.0,0.0,4040.0,3286.0,300.0,0.0,0.0,0.0,,176.0,1524.0,3567.0,0.0,7094.0,83.0,70.0,78.0,154.0,0.0,7881.0,105.0,,7796.0,28532.0,29189.0,45.01,52.69
2015-03-13 08:00:00+01:00,541.0,0.0,0.0,4155.0,3691.0,313.0,0.0,0.0,0.0,,1.0,1615.0,4699.0,0.0,7092.0,84.0,69.0,560.0,155.0,0.0,7885.0,704.0,,8040.0,30853.0,31546.0,46.07,57.27
2015-03-13 09:00:00+01:00,537.0,0.0,0.0,4296.0,3816.0,313.0,0.0,0.0,0.0,,0.0,1643.0,5205.0,0.0,7093.0,84.0,65.0,1518.0,156.0,0.0,7751.0,1918.0,,7752.0,32312.0,32454.0,47.38,58.97
2015-03-13 10:00:00+01:00,535.0,0.0,0.0,4023.0,3833.0,321.0,0.0,0.0,0.0,,53.0,1639.0,4993.0,0.0,7088.0,84.0,69.0,2700.0,150.0,0.0,7898.0,3332.0,,7898.0,32931.0,32960.0,45.01,56.56
2015-03-13 11:00:00+01:00,537.0,0.0,0.0,3970.0,3740.0,333.0,0.0,0.0,0.0,,55.0,1641.0,5117.0,0.0,7088.0,83.0,69.0,3612.0,159.0,0.0,7447.0,4180.0,,7657.0,32928.0,32904.0,44.42,55.67
2015-03-13 12:00:00+01:00,536.0,0.0,0.0,3964.0,3654.0,332.0,0.0,0.0,0.0,,55.0,1638.0,5063.0,0.0,7089.0,84.0,71.0,4345.0,156.0,0.0,6730.0,4435.0,,6955.0,32594.0,32833.0,45.0,56.32
2015-03-13 13:00:00+01:00,529.0,0.0,0.0,3866.0,3603.0,334.0,0.0,0.0,0.0,,55.0,1630.0,4596.0,0.0,7090.0,84.0,72.0,4646.0,153.0,0.0,6034.0,4419.0,,6336.0,32428.0,32326.0,43.28,54.86
2015-03-13 14:00:00+01:00,542.0,0.0,0.0,3870.0,3646.0,339.0,0.0,0.0,0.0,,55.0,1627.0,3323.0,0.0,7088.0,84.0,71.0,4751.0,159.0,0.0,5869.0,4340.0,,5742.0,31269.0,31062.0,43.51,55.65
2015-03-13 15:00:00+01:00,543.0,0.0,0.0,3880.0,3601.0,329.0,0.0,0.0,0.0,,194.0,1519.0,2872.0,0.0,7087.0,85.0,72.0,4687.0,157.0,0.0,5822.0,4163.0,,5833.0,30433.0,30153.0,41.6,53.76
2015-03-13 16:00:00+01:00,550.0,0.0,0.0,3934.0,3570.0,326.0,0.0,0.0,0.0,,198.0,1524.0,2779.0,0.0,7086.0,84.0,71.0,4209.0,158.0,0.0,5977.0,3743.0,,5952.0,29845.0,29677.0,41.6,54.25
